Learning Day,Tier,Pattern Family,ID,Title,Difficulty,Prerequisite Topics,Pattern / Technique,Companies,Num Companies,Avg Frequency %,Other Methods to Solve,Source
9,New — to learn,Heap / Top-K,767,Reorganize String,Medium,"String, Heap, Greedy, Sorting",Max-Heap greedy character placement (most frequent first),"Infosys,Google,Microsoft,Amazon",4,46.9,Sort by frequency and fill even indices then odd indices; Bucket arrangement by frequency,Infosys-tagged
9,New — to learn,Heap / Top-K,253,Meeting Rooms II,Medium,"Array, Heap, Sorting",Sort by start time + min-heap of end times (interval scheduling),"Google,Microsoft,Amazon",3,62.5,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,692,Top K Frequent Words,Medium,"Array, Heap, Hashing, Sorting",Frequency count + heap/sort with tie-break on lexicographic order,"Google,Microsoft,Amazon",3,33.3,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,973,K Closest Points to Origin,Medium,"Array, Heap, Sorting",Max-heap of size k by distance (or quickselect),"Google,Microsoft,Amazon",3,33.3,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,355,Design Twitter,Medium,"Hashing, Heap, Design",HashMap of tweets + heap merge of recent per followee,"Google,Microsoft,Amazon",3,29.2,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,373,Find K Pairs with Smallest Sums,Medium,"Array, Heap",Min-heap of candidate index pairs,"Google,Microsoft,Amazon",3,29.2,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,2233,Maximum Product After K Increments,Medium,"Array, Greedy, Heap",Min-Heap greedy (always increment current minimum),"Infosys,Google",2,43.8,"Priority queue simulation; Sort + greedy pointer walk (re-sort each step, less efficient)",Infosys-tagged
9,New — to learn,Heap / Top-K,2163,Minimum Difference in Sums After Removal of Elements,Hard,"Array, Heap, Prefix/Suffix",Prefix min-heap running sum + suffix min-heap running sum,"Infosys,Google,Microsoft,Amazon",4,25.0,Prefix/suffix sorted multiset maintaining smallest n/3 sum; DP (too slow for constraints),Infosys-tagged
9,New — to learn,Heap / Top-K,23,Merge k Sorted Lists,Hard,"Linked List, Heap",Min-heap of list heads (or divide & conquer merge),"Google,Microsoft,Amazon",3,62.5,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,295,Find Median from Data Stream,Hard,"Heap, Design","Two heaps (max-heap low half, min-heap high half)","Google,Microsoft,Amazon",3,58.3,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,218,The Skyline Problem,Hard,"Array, Heap, Sorting",Sweep line with a max-heap of active building heights,"Google,Microsoft,Amazon",3,33.3,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,407,Trapping Rain Water II,Hard,"Heap, Matrix, Graph",Min-heap Dijkstra-style expansion from the border inward,"Google,Microsoft,Amazon",3,33.3,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
9,New — to learn,Heap / Top-K,632,Smallest Range Covering Elements from K Lists,Hard,"Array, Heap, Sorting",Min-heap across k sorted lists tracking current range,"Google,Microsoft,Amazon",3,29.2,Full sort O(n log n) instead of a heap; Quickselect where applicable,Cross-company-curated
11,New — to learn,Backtracking,22,Generate Parentheses,Medium,"String, Backtracking",Backtracking with open/close bracket counters,"Infosys,Google,Microsoft,Amazon",4,65.6,BFS building strings level by level; DP building valid sets from smaller n,Infosys-tagged
11,New — to learn,Backtracking,78,Subsets,Medium,"Array, Backtracking, Bit Manipulation",Backtracking (include/exclude each element),"Infosys,Google,Microsoft,Amazon",4,53.1,Iterative bitmask enumeration (2^n subsets); Cascading/iterative build-up (add element to all existing subsets),Infosys-tagged
11,New — to learn,Backtracking,46,Permutations,Medium,"Array, Backtracking",Backtracking (swap-based or visited-array),"Infosys,Google,Microsoft,Amazon",4,50.0,Iterative insertion building permutations; Using library permutation generators,Infosys-tagged
11,New — to learn,Backtracking,39,Combination Sum,Medium,"Array, Backtracking",Backtracking / DFS with pruning (reuse allowed),"Infosys,Google,Microsoft,Amazon",4,46.9,DP unbounded knapsack (count/construct combinations); BFS over remaining-target states,Infosys-tagged
11,New — to learn,Backtracking,90,Subsets II,Medium,"Array, Backtracking, Sorting",Backtracking with duplicate-skip at the same recursion level (sort first),"Infosys,Google,Microsoft,Amazon",4,40.6,Bitmask enumeration + set-based dedup; Iterative subset build tracking last duplicate index,Infosys-tagged
11,New — to learn,Backtracking,40,Combination Sum II,Medium,"Array, Backtracking, Sorting",Backtracking with same-level duplicate skipping (sort first),"Infosys,Google,Microsoft,Amazon",4,37.5,Frequency-map based backtracking (count per distinct value); Generate all subsets then dedup (wasteful),Infosys-tagged
11,New — to learn,Backtracking,77,Combinations,Medium,Backtracking,Backtracking with pruning (start index + remaining count),"Infosys,Google,Microsoft,Amazon",4,31.2,Iterative combination generation (next-combination style); Bitmask enumeration (only for small n),Infosys-tagged
11,New — to learn,Backtracking,17,Letter Combinations of a Phone Number,Medium,"String, Backtracking",Backtracking over digit-to-letter mapping,"Google,Microsoft,Amazon",3,62.5,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,79,Word Search,Medium,"Array, Backtracking, Matrix",DFS/backtracking over grid cells with visited marking,"Google,Microsoft,Amazon",3,54.2,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,131,Palindrome Partitioning,Medium,"String, Backtracking, DP",Backtracking trying every palindromic prefix,"Google,Microsoft,Amazon",3,50.0,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,2597,The Number of Beautiful Subsets,Medium,"Array, Backtracking, DP",Backtracking with frequency map / group by value-mod-2 Fibonacci DP,"Infosys,Google,Amazon",3,33.3,DP grouped by remainder classes (values differing by k); Bitmask enumeration (only for tiny n),Infosys-tagged
11,New — to learn,Backtracking,93,Restore IP Addresses,Medium,"String, Backtracking",Backtracking trying every valid 4-segment split,"Google,Microsoft,Amazon",3,33.3,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,47,Permutations II,Medium,"Array, Backtracking, Sorting",Backtracking with duplicate-skip (sort first),"Google,Microsoft,Amazon",3,33.3,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,51,N-Queens,Hard,Backtracking,Backtracking with column/diagonal conflict sets,"Infosys,Google,Microsoft,Amazon",4,56.2,Bitmask backtracking (faster conflict checks); Brute force permutation check (too slow),Infosys-tagged
11,New — to learn,Backtracking,37,Sudoku Solver,Hard,"Array, Backtracking, Matrix",Backtracking trying digits 1-9 per empty cell,"Google,Microsoft,Amazon",3,50.0,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,212,Word Search II,Hard,"Array, Backtracking, Trie, Matrix",Backtracking DFS on grid pruned by a Trie of words,"Google,Microsoft,Amazon",3,45.8,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
11,New — to learn,Backtracking,843,Guess the Word,Hard,"Array, Backtracking, String",Interactive guessing narrowing candidates by match-count,"Google,Microsoft,Amazon",3,29.2,Iterative/bitmask enumeration for small n; brute-force generate-and-filter,Cross-company-curated
13,New — to learn,Dynamic Programming,121,Best Time to Buy and Sell Stock,Easy,"Array, DP",Single pass tracking min price so far,"Infosys,Google,Microsoft,Amazon",4,78.1,Brute force O(n^2) all pairs; DP with state (hold/sold),Infosys-tagged
13,New — to learn,Dynamic Programming,70,Climbing Stairs,Easy,"DP, Math, Recursion",Fibonacci-style bottom-up DP,"Infosys,Google,Microsoft,Amazon",4,62.5,Recursion + memoization; Matrix exponentiation O(log n); Closed-form Binet's formula,Infosys-tagged
13,New — to learn,Dynamic Programming,509,Fibonacci Number,Easy,"DP, Math, Recursion",Bottom-up DP / memoized recursion,"Infosys,Google,Microsoft,Amazon",4,53.1,"Matrix exponentiation O(log n); Closed-form Binet's formula; Naive recursion (exponential, for contrast)",Infosys-tagged
13,New — to learn,Dynamic Programming,118,Pascal's Triangle,Easy,"Array, DP, Math",Build each row from the previous row (DP),"Infosys,Google,Microsoft,Amazon",4,53.1,"Direct combinatorics formula C(row, col) per cell; Recursive row generation",Infosys-tagged
13,New — to learn,Dynamic Programming,746,Min Cost Climbing Stairs,Easy,"Array, DP",1D DP: min cost to reach each step,"Google,Microsoft,Amazon",3,37.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,5,Longest Palindromic Substring,Medium,"String, DP",Expand Around Center,"Infosys,Google,Microsoft,Amazon",4,75.0,DP O(n^2) table; Manacher's Algorithm O(n); Brute force check all substrings,Infosys-tagged
13,New — to learn,Dynamic Programming,53,Maximum Subarray,Medium,"Array, DP",Kadane's Algorithm,"Infosys,Google,Microsoft,Amazon",4,71.9,Divide and Conquer O(n log n); Brute force O(n^2); Prefix sum with min-tracking,Infosys-tagged
13,New — to learn,Dynamic Programming,198,House Robber,Medium,"DP, Array",Linear DP (include/exclude current house),"Infosys,Google,Microsoft,Amazon",4,59.4,Recursion + memoization; Space-optimized DP with two rolling variables,Infosys-tagged
13,New — to learn,Dynamic Programming,322,Coin Change,Medium,"DP, Array",Unbounded Knapsack style DP (min coins to reach amount),"Infosys,Google,Microsoft,Amazon",4,59.4,BFS treating amounts as graph nodes; Recursion + memoization; Greedy (fails for arbitrary coin sets),Infosys-tagged
13,New — to learn,Dynamic Programming,55,Jump Game,Medium,"Array, Greedy, DP",Greedy max-reach tracking,"Infosys,Google,Microsoft,Amazon",4,56.2,DP (forward or backward) O(n^2); BFS treating reachable indices as graph,Infosys-tagged
13,New — to learn,Dynamic Programming,122,Best Time to Buy and Sell Stock II,Medium,"Array, Greedy, DP",Greedy: sum all positive day-to-day differences,"Infosys,Google,Microsoft,Amazon",4,50.0,"DP with hold/not-hold state; Peak-valley detection (buy at valleys, sell at peaks)",Infosys-tagged
13,New — to learn,Dynamic Programming,72,Edit Distance,Medium,"String, DP",2D DP (insert/delete/replace transitions),"Infosys,Google,Microsoft,Amazon",4,46.9,Recursion + memoization; Space-optimized 1D DP,Infosys-tagged
13,New — to learn,Dynamic Programming,213,House Robber II,Medium,"DP, Array","Linear DP applied twice (exclude first, then exclude last house)","Infosys,Google,Microsoft,Amazon",4,40.6,Recursion + memoization; Reduce to two House Robber I subarrays,Infosys-tagged
13,New — to learn,Dynamic Programming,120,Triangle,Medium,"Array, DP",Bottom-up DP from the last row upward,"Infosys,Google,Microsoft,Amazon",4,37.5,Top-down DP with memoization; Space-optimized DP overwriting a single row in place,Infosys-tagged
13,New — to learn,Dynamic Programming,516,Longest Palindromic Subsequence,Medium,"String, DP",Interval DP / LCS of string with its reverse,"Infosys,Google,Microsoft,Amazon",4,31.2,"LCS(s, reverse(s)) reduction; Recursion + memoization directly on interval DP",Infosys-tagged
13,New — to learn,Dynamic Programming,583,Delete Operation for Two Strings,Medium,"String, DP","LCS-based DP (find longest common subsequence, delete the rest)","Infosys,Google,Microsoft,Amazon",4,21.9,Direct edit-distance DP restricted to delete-only operations; Recursion + memoization,Infosys-tagged
13,New — to learn,Dynamic Programming,139,Word Break,Medium,"String, DP",1D DP: dp[i] = can we segment s[:i] into dict words,"Google,Microsoft,Amazon",3,54.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,62,Unique Paths,Medium,"Array, DP",Grid DP counting paths,"Google,Microsoft,Amazon",3,54.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,152,Maximum Product Subarray,Medium,"Array, DP",Track running max & min product (handles negatives),"Google,Microsoft,Amazon",3,50.0,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,64,Minimum Path Sum,Medium,"Array, DP, Matrix",Grid DP minimizing path sum,"Google,Microsoft,Amazon",3,45.8,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,416,Partition Equal Subset Sum,Medium,"Array, DP",0/1 Knapsack: can we reach sum = total/2,"Google,Microsoft,Amazon",3,45.8,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,1143,Longest Common Subsequence,Medium,"String, DP",2D DP table comparing two strings,"Google,Microsoft,Amazon",3,41.7,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,494,Target Sum,Medium,"Array, DP, Backtracking",Subset-sum DP with +/- sign assignment,"Google,Microsoft,Amazon",3,41.7,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,221,Maximal Square,Medium,"Array, DP, Matrix",DP tracking largest square ending at each cell,"Google,Microsoft,Amazon",3,41.7,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,647,Palindromic Substrings,Medium,"String, DP, Two Pointers",Expand-around-center or interval DP,"Google,Microsoft,Amazon",3,37.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,91,Decode Ways,Medium,"String, DP",1D DP counting valid single/double digit decodings,"Google,Microsoft,Amazon",3,37.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,97,Interleaving String,Medium,"String, DP",2D DP: can s1[:i]+s2[:j] interleave to form s3[:i+j],"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,931,Minimum Falling Path Sum,Medium,"Array, DP, Matrix",Grid DP minimizing path sum row by row,"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,63,Unique Paths II,Medium,"Array, DP, Matrix","Grid DP counting paths, skip blocked cells","Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,518,Coin Change II,Medium,"Array, DP",Unbounded knapsack counting combinations,"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,279,Perfect Squares,Medium,"Math, DP, Graph",1D DP over perfect-square subtractions (or BFS shortest path),"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,241,Different Ways to Add Parentheses,Medium,"String, DP, Backtracking",Divide & conquer computing results for each operator split,"Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,1277,Count Square Submatrices with All Ones,Medium,"Array, DP, Matrix",DP tracking largest all-ones square ending at each cell,"Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,368,Largest Divisible Subset,Medium,"Array, DP, Sorting",Sort + DP tracking largest divisible chain ending at i,"Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,337,House Robber III,Medium,"Tree, DP, Recursion","Post-order DFS returning (rob-this, skip-this) pair","Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,790,Domino and Tromino Tiling,Medium,"Math, DP",1D DP with recurrence over tiling states,"Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,673,Number of Longest Increasing Subsequence,Medium,"Array, DP",DP tracking both length and count of LIS ending at i,"Google,Microsoft,Amazon",3,12.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,877,Stone Game,Medium,"Array, DP, Game Theory",Interval DP (or a math shortcut: first player always wins here),"Google,Amazon",2,18.8,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,1140,Stone Game II,Medium,"Array, DP, Game Theory","DP over (index, M) tracking optimal pile-taking","Google,Amazon",2,12.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,1690,Stone Game VII,Medium,"Array, DP, Game Theory",Interval DP over prefix-sum-derived scores,Google,1,12.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,10,Regular Expression Matching,Hard,"String, DP, Recursion",2D DP for pattern matching (handles '.' and '*'),"Infosys,Google,Microsoft,Amazon",4,50.0,"Recursion + memoization (top-down version of the DP); Pure backtracking without memo (exponential, for contrast)",Infosys-tagged
13,New — to learn,Dynamic Programming,44,Wildcard Matching,Hard,"String, DP, Greedy",2D DP for wildcard matching ('?' and '*'),"Infosys,Google,Microsoft,Amazon",4,37.5,"Greedy two-pointer with backtrack pointers on last '*' (optimized, O(1) space); Recursion + memoization",Infosys-tagged
13,New — to learn,Dynamic Programming,3640,Trionic Array II,Hard,"Array, DP, Prefix/Suffix",Prefix (increasing) + suffix (increasing) arrays meeting at a decreasing middle,"Infosys,Google,Microsoft,Amazon",4,31.2,Brute force O(n^2) checking every possible split; Two-pointer boundary expansion,Infosys-tagged
13,New — to learn,Dynamic Programming,2338,Count the Number of Ideal Arrays,Hard,"Math, DP, Combinatorics, Number Theory",Combinatorics (stars and bars) over prime-factor exponent DP,"Infosys,Google,Microsoft,Amazon",4,28.1,DP over divisor chains directly; Sieve-based smallest-prime-factor + combinatorics,Infosys-tagged
13,New — to learn,Dynamic Programming,2463,Minimum Total Distance Traveled,Hard,"Array, Sorting, DP",Sort both arrays + interval DP matching two sequences,"Infosys,Google,Microsoft,Amazon",4,28.1,"Greedy matching (not optimal in general, illustrates why DP needed); DP with memoized recursion",Infosys-tagged
13,New — to learn,Dynamic Programming,140,Word Break II,Hard,"String, DP, Backtracking",Backtracking with memoized partial results,"Google,Microsoft,Amazon",3,37.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,354,Russian Doll Envelopes,Hard,"Array, DP, Binary Search, Sorting",Sort + LIS (patience sorting) on the second dimension,"Google,Microsoft,Amazon",3,37.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,115,Distinct Subsequences,Hard,"String, DP",2D DP counting distinct subsequence matches,"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,1092,Shortest Common Supersequence,Hard,"String, DP",LCS-based DP then reconstruct supersequence from it,"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,312,Burst Balloons,Hard,"Array, DP",Interval DP: last balloon burst in a range,"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,174,Dungeon Game,Hard,"Array, DP, Matrix",Grid DP computed backward from destination,"Google,Microsoft,Amazon",3,33.3,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,2035,Partition Array Into Two Arrays to Minimize Sum Difference,Hard,"Array, DP, Bitmask",Meet-in-the-middle DP over subset sums,"Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,123,Best Time to Buy and Sell Stock III,Hard,"Array, DP","DP with state (transaction number, holding status)","Google,Microsoft,Amazon",3,29.2,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated
13,New — to learn,Dynamic Programming,132,Palindrome Partitioning II,Hard,"String, DP",1D DP: min cuts using a precomputed is-palindrome table,"Google,Microsoft,Amazon",3,25.0,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,188,Best Time to Buy and Sell Stock IV,Hard,"Array, DP","DP with state (transaction index <=k, holding status)","Google,Microsoft,Amazon",3,25.0,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,1547,Minimum Cost to Cut a Stick,Hard,"Array, DP",Interval DP over sorted cut positions,"Google,Microsoft,Amazon",3,25.0,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,1463,Cherry Pickup II,Hard,"Array, DP, Matrix","3D DP over (row, col1, col2) synchronized descent","Google,Microsoft,Amazon",3,16.7,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,741,Cherry Pickup,Hard,"Array, DP, Matrix",3D DP treating it as two simultaneous start-to-end paths,"Google,Microsoft,Amazon",3,12.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,3336,Find the Number of Subsequences With Equal GCD,Hard,"Array, DP, Number Theory, GCD",DP tracking GCD states across two subsequences,"Infosys,Google",2,43.8,Bitmask DP over divisors for small n; Brute force enumeration of subsequence pairs (too slow),Infosys-tagged
13,New — to learn,Dynamic Programming,3671,Sum of Beautiful Subsequences,Hard,"Array, DP, Number Theory",DP grouped by a GCD/divisibility-derived condition,"Infosys,Google",2,37.5,Brute force subset enumeration (too slow); Precompute divisor groups then DP,Infosys-tagged
13,New — to learn,Dynamic Programming,629,K Inverse Pairs Array,Hard,"Array, DP","2D DP over (numbers placed so far, inverse-pair count)","Google,Microsoft",2,12.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,2827,Number of Beautiful Integers in the Range,Hard,"Math, Digit DP","Digit DP with state (position, mod k, tight, digit-parity/balance)",Infosys,1,75.0,Brute force iterate every number in range (too slow); Combinatorial counting by digit position,Infosys-tagged
13,New — to learn,Dynamic Programming,1872,Stone Game VIII,Hard,"Array, DP, Prefix Sum, Game Theory",Prefix sum + DP from the end (suffix optimal play),Infosys,1,75.0,Naive minimax DP O(n^2) (times out on large n); Memoized recursion,Infosys-tagged
13,New — to learn,Dynamic Programming,3901,Good Subsequence Queries,Hard,"Array, DP, Number Theory, GCD","DP grouping elements by GCD-derived compatibility, processed per query",Infosys,1,62.5,Brute force enumeration per query (too slow); Precompute GCD-based groups then answer queries directly,Infosys-tagged
13,New — to learn,Dynamic Programming,3539,Find Sum of Array Product of Magical Sequences,Hard,"Math, DP, Bitmask, Combinatorics",Bitmask/digit DP over exponent contributions,Infosys,1,37.5,Brute force enumerate all combinations (too slow); Direct combinatorial counting per bit,Infosys-tagged
13,New — to learn,Dynamic Programming,1406,Stone Game III,Hard,"Array, DP, Game Theory",1D DP over the remaining-pile score difference,Google,1,25.0,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
13,New — to learn,Dynamic Programming,1563,Stone Game V,Hard,"Array, DP, Game Theory",Interval DP with precomputed prefix sums,Google,1,12.5,"Plain recursion without memoization (exponential, for contrast); space-optimized rolling-array DP",Cross-company-curated (supplement)
18,New — to learn,Linked List,21,Merge Two Sorted Lists,Easy,Linked List,Two-pointer merge (dummy head),"Infosys,Google,Microsoft,Amazon",4,59.4,"Recursive merge; Push into array, sort/merge, rebuild list",Infosys-tagged
18,New — to learn,Linked List,206,Reverse Linked List,Easy,Linked List,Iterative pointer reversal,"Google,Microsoft,Amazon",3,58.3,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,160,Intersection of Two Linked Lists,Easy,"Linked List, Two Pointers",Two pointers switching heads to equalize length,"Google,Microsoft,Amazon",3,45.8,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,876,Middle of the Linked List,Easy,"Linked List, Two Pointers",Fast/slow pointer to middle,"Google,Microsoft,Amazon",3,45.8,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,83,Remove Duplicates from Sorted List,Easy,Linked List,Skip node if value equals next,"Google,Microsoft,Amazon",3,37.5,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,203,Remove Linked List Elements,Easy,Linked List,Dummy head + skip-matching-value nodes,"Google,Microsoft,Amazon",3,33.3,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,2,Add Two Numbers,Medium,"Linked List, Math",Simulate addition with carry,"Infosys,Google,Microsoft,Amazon",4,71.9,Convert lists to numbers then rebuild (overflow risk for big nums); Recursive carry propagation,Infosys-tagged
18,New — to learn,Linked List,92,Reverse Linked List II,Medium,Linked List,Iterative sublist reversal with dummy node and pointer relinking,"Infosys,Google,Microsoft,Amazon",4,43.8,"Recursive reversal of the sublist; Extract values to array, reverse segment, rebuild list",Infosys-tagged
18,New — to learn,Linked List,138,Copy List with Random Pointer,Medium,"Linked List, Hashing",HashMap old-node→new-node while cloning,"Google,Microsoft,Amazon",3,58.3,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,19,Remove Nth Node From End of List,Medium,"Linked List, Two Pointers","Two pointers with n-gap, dummy head","Google,Microsoft,Amazon",3,50.0,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,61,Rotate List,Medium,Linked List,"Find length, connect as cycle, break at new point","Google,Microsoft,Amazon",3,45.8,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,24,Swap Nodes in Pairs,Medium,Linked List,Iterative pairwise pointer swap with dummy head,"Google,Microsoft,Amazon",3,41.7,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,237,Delete Node in a Linked List,Medium,Linked List,"Copy next node's value forward, skip next","Google,Microsoft,Amazon",3,41.7,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,148,Sort List,Medium,"Linked List, Sorting",Merge sort adapted to linked list (find middle + merge),"Google,Microsoft,Amazon",3,37.5,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
18,New — to learn,Linked List,86,Partition List,Medium,"Linked List, Two Pointers",Two separate chains (less-than / greater-equal) then joined,"Google,Microsoft,Amazon",3,33.3,"Convert to array, solve there, rebuild the list (uses O(n) extra space)",Cross-company-curated
